IDCode,WSU LIFETIME GIVING,WSU YEARS OF GIVING,ASSETS,RECORD TYPE CODE,Number of relationships,Gender,Velocity35Score,Velocity57Score,AlumniCode,SportCode,GreekCode,ParticipationScore,AssetClass,ParticipationClass
3486,7450,10,2000000,AL,1,M,0,0,1,0,1,1,Very High,Greek
6109,185,4,1995404,AL,0,M,0,0,1,0,1,1,Very High,Greek
4668,1502.2,12,1986383,AL,1,M,59,80,1,0,1,1,Very High,Greek
3169,21100,6,1967345,AL,1,F,75,100,1,0,1,1,Very High,Greek
6969,0,0,1967087,AL,2,M,0,0,1,0,1,1,Very High,Greek
5959,250,1,1962558,FD,2,F,0,0,0,0,1,1,Very High,Greek
4635,1569,28,1957500,AL,1,M,33,100,1,0,1,1,Very High,Greek
4470,1910,9,1953953,AL,3,M,0,0,1,0,1,1,Very High,Greek
5364,640,17,1944715,AL,1,M,50,100,1,0,1,1,Very High,Greek
3204,19275,10,1937212,FD,1,M,37,81,0,0,1,1,Very High,Greek
399,2750,15,1915500,AL,0,F,100,100,1,0,1,1,Very High,Greek
5585,494,4,1908800,AL,0,M,0,0,1,0,1,1,Very High,Greek
5642,450,3,1903379,AL,0,M,0,0,1,0,1,1,Very High,Greek
3965,3540,19,1900000,AL,1,M,100,100,1,0,1,1,Very High,Greek
2737,13068,27,1899623,AL,1,M,0,67,1,0,1,1,Very High,Greek
5135,893,25,1896650,AL,1,F,0,0,1,0,1,1,Very High,Greek
5589,490,11,1889500,AL,2,F,0,0,1,0,1,1,Very High,Greek
4308,2310,15,1888584,AL,4,F,67,100,1,0,1,1,Very High,Greek
3805,4440,14,1884850,AL,1,M,59,80,1,0,1,1,Very High,Greek
3550,6500,6,1884000,AL,1,M,0,0,1,0,1,1,Very High,Greek
147,1012331.55,29,1880500,AL,1,M,81,100,1,0,1,1,Very High,Greek
5999,232.5,10,1880000,AL,1,M,0,0,1,0,1,1,Very High,Greek
3224,18535,16,1873000,AL,2,M,33,14,1,0,1,1,Very High,Greek
6915,0,0,1869216,AL,6,M,0,0,1,0,1,1,Very High,Greek
6008,225,3,1868000,AL,1,M,0,0,1,0,1,1,Very High,Greek
1338,675989.21,49,1867000,AL,1,F,2,99,1,0,1,1,Very High,Greek
5870,300,12,1864650,AL,2,M,0,0,1,0,1,1,Very High,Greek
4521,1800,8,1864400,AL,4,F,0,0,1,0,1,1,Very High,Greek
1670,45720.75,25,1863000,AL,2,M,35,76,1,0,1,1,Very High,Greek
5291,700,6,1861500,AL,1,F,0,0,1,0,1,1,Very High,Greek
5078,960,9,1852500,AL,1,M,0,0,1,0,1,1,Very High,Greek
2134,1775,13,1845027,AL,1,M,100,100,1,0,1,1,Very High,Greek
6532,43,4,1844000,AL,1,M,0,0,1,0,1,1,Very High,Greek
3202,19368.8,15,1820000,AL,1,M,0,100,1,0,1,1,Very High,Greek
2036,62167.5,34,1816810,AL,1,M,56,76,1,0,1,1,Very High,Greek
1467,10245,36,1815000,AL,1,M,54,88,1,0,1,1,Very High,Greek
1536,50473.85,26,1812000,AL,1,M,46,97,1,0,1,1,Very High,Greek
4327,2265,7,1803400,AL,1,M,0,0,1,0,1,1,Very High,Greek
5939,250,3,1801120,AL,1,M,0,60,1,0,1,1,Very High,Greek
4147,2839.5,29,1800000,AL,2,M,0,10,1,0,1,1,Very High,Greek
6217,120,2,1800000,AL,3,M,0,0,1,0,1,1,Very High,Greek
6220,120,2,1799000,AL,1,F,0,0,1,0,1,1,Very High,Greek
2145,8079,33,1789000,AL,1,M,72,81,1,0,1,1,Very High,Greek
4439,1970,19,1782700,AL,1,F,0,0,1,0,1,1,Very High,Greek
4157,2800,13,1777170,AL,1,M,0,0,1,0,1,1,Very High,Greek
1458,23620,29,1775500,AL,2,M,19,79,1,0,1,1,Very High,Greek
54,97324.59,36,1772081,AL,2,M,95,50,1,0,1,1,Very High,Greek
4058,3165,4,1762484,AL,1,F,0,100,1,0,1,1,Very High,Greek
1054,52385,13,1759494,AL,1,M,0,50,1,0,1,1,Very High,Greek
5596,480,13,1758228,AL,1,F,0,0,1,0,1,1,Very High,Greek
4518,1800,5,1756400,AL,0,M,0,0,1,0,1,1,Very High,Greek
2125,219711.25,43,1753900,AL,1,F,66,92,1,0,1,1,Very High,Greek
5278,715,19,1744915,AL,3,F,0,0,1,0,1,1,Very High,Greek
45,1718615.34,27,1733682,AL,5,M,63,91,1,0,1,1,Very High,Greek
5240,750,4,1725110,AL,1,M,0,0,1,0,1,1,Very High,Greek
4705,1450,7,1724632,AL,0,M,32,86,1,0,1,1,Very High,Greek
3465,7865,33,1721851,AL,1,M,81,84,1,0,1,1,Very High,Greek
927,27795,24,1721286,AL,11,M,68,85,1,0,1,1,Very High,Greek
5615,462.5,5,1715000,AL,2,F,0,0,1,0,1,1,Very High,Greek
6557,32,5,1714697,AL,1,M,0,0,1,0,1,1,Very High,Greek
4363,2170,20,1714000,AL,2,M,42,95,1,0,1,1,Very High,Greek
3522,6905,26,1707546,AL,2,F,100,100,1,0,1,1,Very High,Greek
4378,2111,18,1706800,AL,2,M,0,0,1,0,1,1,Very High,Greek
3583,6127,23,1701400,AL,2,M,100,83,1,0,1,1,Very High,Greek
6197,125,4,1701000,AL,1,F,0,0,1,0,1,1,Very High,Greek
5729,388.45,9,1700443,AL,1,M,0,100,1,0,1,1,Very High,Greek
6866,0,0,1693450,AL,1,F,0,0,1,0,1,1,Very High,Greek
6607,25,1,1690500,AL,1,F,0,0,1,0,1,1,Very High,Greek
429,70282,54,1679800,AL,3,M,44,65,1,0,1,1,Very High,Greek
2008,30356,23,1679000,AL,6,M,29,62,1,0,1,1,Very High,Greek
5137,885,16,1677335,AL,1,M,100,100,1,0,1,1,Very High,Greek
5210,795,6,1672795,AL,1,F,0,0,1,0,1,1,Very High,Greek
6656,4,2,1672000,AL,0,M,0,0,1,0,1,1,Very High,Greek
2378,2200,6,1667360,AL,3,M,0,44,1,0,1,1,Very High,Greek
6190,130,2,1663000,AL,1,M,0,0,1,0,1,1,Very High,Greek
2832,56315,11,1662393,AL,1,F,0,0,1,0,1,1,Very High,Greek
4379,2105,17,1661617,AL,1,M,0,0,1,0,1,1,Very High,Greek
3029,25725,39,1661000,AL,3,F,60,70,1,0,1,1,Very High,Greek
4027,3285,16,1658500,AL,1,M,0,0,1,0,1,1,Very High,Greek
4513,1820,14,1657000,AL,1,M,73,64,1,0,1,1,Very High,Greek
1203,56672.75,16,1656010,AL,1,M,78,99,1,0,1,1,Very High,Greek
6526,45,3,1654600,AL,2,M,0,0,1,0,1,1,Very High,Greek
497,63865,25,1650000,AL,4,M,25,66,1,0,1,1,Very High,Greek
4767,1345,36,1649400,AL,1,F,22,56,1,0,1,1,Very High,Greek
4670,1500,8,1645000,AL,0,F,0,0,1,0,1,1,Very High,Greek
4498,1855,11,1644840,AL,2,M,60,20,1,0,1,1,Very High,Greek
5659,435,7,1644000,AL,2,M,0,0,1,0,1,1,Very High,Greek
1007,111185,11,1635803,AL,2,M,77,85,1,0,1,1,Very High,Greek
4193,2682,41,1633023,AL,4,M,33,68,1,0,1,1,Very High,Greek
6841,0,0,1626000,AL,2,M,0,0,1,0,1,1,Very High,Greek
5661,433,6,1625000,AL,1,M,0,0,1,0,1,1,Very High,Greek
3759,4780,24,1622500,AL,1,M,80,93,1,0,1,1,Very High,Greek
5015,1000,1,1614600,AL,1,M,0,0,1,0,1,1,Very High,Greek
5100,930,26,1614500,AL,1,F,33,60,1,0,1,1,Very High,Greek
2696,14345,25,1614216,AL,3,M,100,77,1,0,1,1,Very High,Greek
4374,2120,28,1612959,AL,4,M,0,0,1,0,1,1,Very High,Greek
3837,4267,32,1604465,AL,1,M,57,100,1,0,1,1,Very High,Greek
6676,0,0,1601895,AL,1,M,0,0,1,0,1,1,Very High,Greek
6401,74.5,4,1600491,AL,0,F,0,100,1,0,1,1,Very High,Greek
1799,10882,24,1598500,AL,5,M,96,90,1,0,1,1,Very High,Greek
6257,100,1,1596000,AL,0,M,0,0,1,0,1,1,Very High,Greek
2273,40605.27,14,1595000,AL,1,F,100,74,1,0,1,1,Very High,Greek
1200,300,4,1578000,AL,3,M,0,0,1,0,1,1,Very High,Greek
2399,93916,19,1577327,AL,3,M,42,63,1,0,1,1,Very High,Greek
5157,850,3,1571708,AL,2,M,100,100,1,0,1,1,Very High,Greek
417,277630,24,1570346,AL,4,M,61,78,1,0,1,1,Very High,Greek
2356,99766.28,18,1570000,AL,2,M,59,93,1,0,1,1,Very High,Greek
4209,2624,27,1568968,AL,1,M,58,46,1,0,1,1,Very High,Greek
3746,4855,21,1562820,AL,1,F,0,0,1,0,1,1,Very High,Greek
3268,16240,8,1560866,AL,1,M,100,100,1,0,1,1,Very High,Greek
2064,101986.18,10,1560555,AL,1,M,100,95,1,0,1,1,Very High,Greek
5886,296,10,1560500,AL,4,M,0,0,1,0,1,1,Very High,Greek
3834,4289,21,1554615,AL,9,F,0,0,1,0,1,1,Very High,Greek
39,17140,49,1552750,AL,3,M,77,85,1,0,1,1,Very High,Greek
5107,920,6,1545500,AL,1,M,0,0,1,0,1,1,Very High,Greek
3210,19035,38,1538500,AL,1,M,55,69,1,0,1,1,Very High,Greek
4463,1930,18,1537102,AL,1,M,100,50,1,0,1,1,Very High,Greek
1265,221593,22,1530000,AL,2,F,87,84,1,0,1,1,Very High,Greek
6411,70,4,1530000,AL,0,M,0,0,1,0,1,1,Very High,Greek
5485,535,18,1529500,AL,1,M,61,81,1,0,1,1,Very High,Greek
4946,1084,13,1527500,AL,1,M,0,0,1,0,1,1,Very High,Greek
6025,205,2,1527284,AL,2,M,0,0,1,0,1,1,Very High,Greek
414,743,15,1526872,AL,1,M,0,0,1,0,1,1,Very High,Greek
6871,0,0,1525790,AL,,F,0,0,1,0,1,1,Very High,Greek
1450,7033,5,1524000,AL,3,M,0,100,1,0,1,1,Very High,Greek
1690,106812,30,1522500,AL,5,M,74,88,1,0,1,1,Very High,Greek
6136,155,2,1522295,AL,1,F,0,0,1,0,1,1,Very High,Greek
6081,200,8,1520000,AL,0,F,0,0,1,0,1,1,Very High,Greek
5475,545,8,1515500,AL,1,M,0,0,1,0,1,1,Very High,Greek
5075,963,18,1515230,AL,1,F,0,100,1,0,1,1,Very High,Greek
4201,2657.5,23,1514500,AL,1,M,0,0,1,0,1,1,Very High,Greek
4342,2230.5,14,1514000,AL,1,M,31,69,1,0,1,1,Very High,Greek
3132,23330,16,1511661,AL,1,M,0,0,1,0,1,1,Very High,Greek
5690,401,13,1510270,AL,1,M,0,0,1,0,1,1,Very High,Greek
6207,125,2,1510000,AL,1,M,0,0,1,0,1,1,Very High,Greek
6569,28,1,1503011,AL,1,M,0,0,1,0,1,1,Very High,Greek
5443,560,12,1503000,AL,2,F,60,83,1,0,1,1,Very High,Greek
5702,400,12,1501500,AL,1,M,33,60,1,0,1,1,Very High,Greek
3774,4694,13,1501491,AL,1,F,91,83,1,0,1,1,Very High,Greek
3760,4771.95,19,1500000,AL,1,M,0,0,1,0,1,1,Very High,Greek
4232,2535,18,1500000,AL,1,F,100,100,1,0,1,1,Very High,Greek
1600,46557,17,1500000,AL,1,M,51,100,1,0,1,1,Very High,Greek
5134,893.5,15,1497200,AL,1,M,0,0,1,0,1,1,Very High,Greek
6171,145,2,1496000,AL,1,M,0,0,1,0,1,1,Very High,Greek
4723,1425.73,6,1493870,AL,1,M,45,85,1,0,1,1,Very High,Greek
6288,100,1,1483730,AL,2,M,0,0,1,0,1,1,Very High,Greek
4903,1122,12,1480039,AL,1,F,56,67,1,0,1,1,Very High,Greek
4600,1630,18,1475610,AL,0,F,60,100,1,0,1,1,Very High,Greek
1563,110956.37,23,1466000,AL,3,M,66,90,1,0,1,1,Very High,Greek
5610,465.5,9,1465800,AL,3,F,0,28,1,0,1,1,Very High,Greek
3104,10305,30,1463000,AL,1,M,33,71,1,0,1,1,Very High,Greek
6579,25,1,1462000,AL,0,M,0,0,1,0,1,1,Very High,Greek
2017,79199.94,32,1462000,AL,6,M,33,60,1,0,1,1,Very High,Greek
2246,9850,1,1460120,AL,3,M,100,100,1,0,1,1,Very High,Greek
6522,45,1,1457440,AL,0,M,0,0,1,0,1,1,Very High,Greek
1402,10440,13,1456500,AL,1,F,90,78,1,0,1,1,Very High,Greek
4018,3340,28,1453000,AL,1,M,0,0,1,0,1,1,Very High,Greek
858,9085,37,1452500,AL,2,M,33,86,1,0,1,1,Very High,Greek
6246,102.5,5,1446000,AL,1,F,0,0,1,0,1,1,Very High,Greek
3110,10236,26,1441900,AL,2,M,48,86,1,0,1,1,Very High,Greek
1029,40457.3,9,1440000,AL,3,F,100,99,1,0,1,1,Very High,Greek
5125,900,9,1438220,AL,2,M,0,100,1,0,1,1,Very High,Greek
3875,4066,49,1425500,AL,1,M,50,71,1,0,1,1,Very High,Greek
5814,335,12,1419000,AL,1,F,100,65,1,0,1,1,Very High,Greek
5516,505,12,1414000,AL,0,F,100,100,1,0,1,1,Very High,Greek
3024,26085,16,1413117,AL,3,M,33,3,1,0,1,1,Very High,Greek
6233,110,2,1412284,AL,0,M,0,0,1,0,1,1,Very High,Greek
1171,42054.5,46,1410700,AL,1,F,26,73,1,0,1,1,Very High,Greek
7176,0,0,1409150,AL,1,M,0,0,1,0,1,1,Very High,Greek
4969,1051,18,1409000,FP,2,M,0,25,0,0,1,1,Very High,Greek
4493,1860,2,1408610,AL,2,M,100,100,1,0,1,1,Very High,Greek
4982,1035,12,1407805,AL,1,F,63,74,1,0,1,1,Very High,Greek
276,35400,11,1407500,AL,2,M,52,100,1,0,1,1,Very High,Greek
4454,1950,6,1404500,AL,3,M,0,0,1,0,1,1,Very High,Greek
2377,6050,6,1404313,AL,1,M,71,76,1,0,1,1,Very High,Greek
5333,666,17,1400000,AL,5,M,0,50,1,0,1,1,Very High,Greek
1429,1506,6,1400000,AL,3,M,100,25,1,0,1,1,Very High,Greek
5386,620,8,1397656,AL,0,M,0,0,1,0,1,1,Very High,Greek
4009,3362.5,9,1397389,AL,1,F,100,100,1,0,1,1,Very High,Greek
6638,12.5,1,1397000,AL,2,M,0,0,1,0,1,1,Very High,Greek
6824,0,0,1397000,AL,,F,0,0,1,0,1,1,Very High,Greek
5164,842.5,11,1395720,AL,1,F,0,0,1,0,1,1,Very High,Greek
5415,595,18,1394135,AL,1,F,0,0,1,0,1,1,Very High,Greek
1463,55387,16,1389670,AL,1,M,100,50,1,0,1,1,Very High,Greek
1022,88823,31,1389500,AL,4,M,60,100,1,0,1,1,Very High,Greek
5216,780,12,1387500,AL,6,M,0,0,1,0,1,1,Very High,Greek
3864,4140,24,1382843,AL,1,M,0,21,1,0,1,1,Very High,Greek
4349,2215.5,30,1378500,AL,1,F,33,59,1,0,1,1,Very High,Greek
6514,50,2,1375824,AL,1,M,0,0,1,0,1,1,Very High,Greek
4755,1375,27,1373500,AL,1,M,47,70,1,0,1,1,Very High,Greek
3694,5199.5,36,1370500,AL,3,M,33,60,1,0,1,1,Very High,Greek
4882,1150,13,1368299,AL,1,M,39,88,1,0,1,1,Very High,Greek
4910,1112.5,19,1364500,AL,9,F,0,19,1,0,1,1,Very High,Greek
3874,4068,28,1364000,AL,1,M,96,96,1,0,1,1,Very High,Greek
2416,11582.29,10,1363500,FD,7,M,79,100,0,0,1,1,Very High,Greek
4462,1935,6,1361810,AL,7,M,16,85,1,0,1,1,Very High,Greek
5994,235,4,1353000,AL,0,M,0,0,1,0,1,1,Very High,Greek
1759,175270,26,1350000,AL,6,M,69,79,1,0,1,1,Very High,Greek
5209,795,9,1350000,AL,1,F,0,0,1,0,1,1,Very High,Greek
6071,200,3,1349711,AL,3,M,33,100,1,0,1,1,Very High,Greek
1558,17570,22,1349500,AL,3,M,47,56,1,0,1,1,Very High,Greek
4039,3215,19,1349000,AL,2,M,75,100,1,0,1,1,Very High,Greek
1911,2551,29,1346544,AL,2,M,16,86,1,0,1,1,Very High,Greek
1638,6811.5,20,1344000,AL,1,M,100,98,1,0,1,1,Very High,Greek
5499,520,6,1341900,AL,2,M,0,100,1,0,1,1,Very High,Greek
1597,1420,15,1340500,AL,1,F,7,56,1,0,1,1,Very High,Greek
6970,0,0,1331000,AL,,M,0,0,1,0,1,1,Very High,Greek
3949,3610,23,1330500,AL,2,F,28,53,1,0,1,1,Very High,Greek
5408,600,8,1329582,AL,1,F,67,38,1,0,1,1,Very High,Greek
5954,250,6,1322658,AL,1,M,0,0,1,0,1,1,Very High,Greek
4265,2469,16,1321000,AL,3,F,80,100,1,0,1,1,Very High,Greek
4965,1058,25,1320995,AL,1,M,0,0,1,0,1,1,Very High,Greek
5481,536,7,1320527,AL,1,F,0,0,1,0,1,1,Very High,Greek
5416,590,15,1319200,AL,1,M,0,100,1,0,1,1,Very High,Greek
6786,0,0,1318003,AL,1,M,0,0,1,0,1,1,Very High,Greek
1293,86192,48,1318000,AL,2,M,71,87,1,0,1,1,Very High,Greek
9,62545.81,44,1311000,AL,2,M,33,60,1,0,1,1,Very High,Greek
1341,163441,31,1310000,AL,1,M,95,94,1,0,1,1,Very High,Greek
4406,2033,27,1305130,AL,1,M,46,48,1,0,1,1,Very High,Greek
5453,551.45,10,1303261,AL,0,F,0,0,1,0,1,1,Very High,Greek
6189,130,2,1302100,AL,0,M,0,0,1,0,1,1,Very High,Greek
1504,267445.8,33,1301500,AL,2,M,64,92,1,0,1,1,Very High,Greek
657,49815,13,1300000,AL,1,F,50,71,1,0,1,1,Very High,Greek
4448,1955,24,1298500,AL,1,F,12,42,1,0,1,1,Very High,Greek
7168,0,0,1297500,AL,,F,0,0,1,0,1,1,Very High,Greek
4651,1540,16,1296800,AL,1,F,38,68,1,0,1,1,Very High,Greek
4790,1300,15,1295952,AL,1,M,0,0,1,0,1,1,Very High,Greek
3929,3750,22,1293900,AL,1,F,53,59,1,0,1,1,Very High,Greek
2702,14145.75,37,1292027,AL,1,M,0,97,1,0,1,1,Very High,Greek
4013,3350,21,1290000,AL,1,M,0,27,1,0,1,1,Very High,Greek
134,13066.7,35,1289000,AL,1,F,92,94,1,0,1,1,Very High,Greek
489,12945,14,1287300,AL,1,M,55,90,1,0,1,1,Very High,Greek
1257,86000.08,28,1285000,AL,2,M,72,79,1,0,1,1,Very High,Greek
1624,9157,12,1285000,AL,2,M,0,67,1,0,1,1,Very High,Greek
6877,0,0,1281000,AL,,F,0,0,1,0,1,1,Very High,Greek
1988,10519,24,1278600,AL,1,M,100,100,1,0,1,1,Very High,Greek
3410,8881,13,1278000,AL,2,M,25,100,1,0,1,1,Very High,Greek
4525,1790,4,1268000,AL,1,M,0,0,1,0,1,1,Very High,Greek
1118,42655,33,1267234,AL,4,M,56,71,1,0,1,1,Very High,Greek
4711,1442.5,20,1267000,AL,2,M,0,100,1,0,1,1,Very High,Greek
3993,3430,18,1264775,AL,0,M,18,89,1,0,1,1,Very High,Greek
3042,10875,11,1260500,AL,2,M,0,98,1,0,1,1,Very High,Greek
5447,555,11,1257012,AL,1,M,0,0,1,0,1,1,Very High,Greek
3414,8750,31,1256692,AL,1,M,67,75,1,0,1,1,Very High,Greek
3237,17990,53,1255000,AL,1,F,49,44,1,0,1,1,Very High,Greek
1471,19950,26,1250990,AL,1,M,60,71,1,0,1,1,Very High,Greek
1013,734509,46,1250870,AL,3,M,63,63,1,0,1,1,Very High,Greek
3533,6742.2,9,1250180,AL,1,M,0,0,1,0,1,1,Very High,Greek
1210,49020.5,22,1250074,AL,1,M,27,67,1,0,1,1,Very High,Greek
6216,120,4,1248300,AL,0,F,0,0,1,0,1,1,Very High,Greek
3612,5860,30,1247768,AL,1,M,43,82,1,0,1,1,Very High,Greek
1556,5705,4,1247000,AL,3,M,0,0,1,0,1,1,Very High,Greek
128,5180,27,1246000,AL,1,M,82,80,1,0,1,1,Very High,Greek
4166,2767.5,19,1243880,AL,3,M,0,0,1,0,1,1,Very High,Greek
3030,25622.82,4,1241500,AL,1,M,0,0,1,0,1,1,Very High,Greek
367,119952,38,1241200,AL,2,M,64,84,1,0,1,1,Very High,Greek
4458,1940,8,1241190,AL,1,M,0,0,1,0,1,1,Very High,Greek
5712,400,7,1238172,AL,0,M,0,0,1,0,1,1,Very High,Greek
1648,15446,24,1237500,AL,5,M,0,0,1,0,1,1,Very High,Greek
3236,17995,22,1236427,AL,1,M,0,0,1,0,1,1,Very High,Greek
3622,5800,23,1218959,AL,1,M,66,80,1,0,1,1,Very High,Greek
4447,1955,21,1218800,AL,1,F,50,65,1,0,1,1,Very High,Greek
4922,1100,2,1213000,AL,3,M,0,0,1,0,1,1,Very High,Greek
1365,250,1,1212000,AL,1,M,0,0,1,0,1,1,Very High,Greek
5667,429,10,1210245,AL,1,M,33,59,1,0,1,1,Very High,Greek
2515,5400,6,1210139,AL,3,M,0,100,1,0,1,1,Very High,Greek
1607,1865,13,1207500,AL,1,F,100,97,1,0,1,1,Very High,Greek
3981,3493.5,15,1202300,AL,1,M,74,82,1,0,1,1,Very High,Greek
6839,0,0,1202000,AL,,M,0,0,1,0,1,1,Very High,Greek
1126,6855.5,31,1200000,AL,2,M,33,47,1,0,1,1,Very High,Greek
572,5323,20,1200000,AL,1,M,26,100,1,0,1,1,Very High,Greek
3617,5831.85,16,1199700,AL,1,M,76,87,1,0,1,1,Very High,Greek
4834,1235,6,1196500,AL,4,M,85,87,1,0,1,1,Very High,Greek
6468,50,1,1193520,AL,0,M,0,0,1,0,1,1,Very High,Greek
4141,2860,28,1192085,AL,1,F,0,22,1,0,1,1,Very High,Greek
521,91090.5,25,1192000,AL,3,F,100,100,1,0,1,1,Very High,Greek
4716,1438,17,1182500,AL,2,M,0,0,1,0,1,1,Very High,Greek
4354,2205,14,1179620,AL,1,M,0,21,1,0,1,1,Very High,Greek
294,6239,26,1174903,AL,1,M,87,90,1,0,1,1,Very High,Greek
4215,2600,18,1172500,AL,2,M,0,0,1,0,1,1,Very High,Greek
5884,300,7,1171000,AL,1,M,0,0,1,0,1,1,Very High,Greek
3998,3417,20,1168038,AL,1,M,73,48,1,0,1,1,Very High,Greek
4325,2265,29,1167500,AL,1,F,0,50,1,0,1,1,Very High,Greek
,0,0,1158000,FD,1,M,0,0,0,0,1,1,Very High,Greek
5370,635,16,1156800,AL,1,F,100,100,1,0,1,1,Very High,Greek
6882,0,0,1153500,AL,7,M,0,0,1,0,1,1,Very High,Greek
6242,105,4,1144716,AL,1,M,0,0,1,0,1,1,Very High,Greek
1337,22250,29,1144500,AL,1,M,60,59,1,0,1,1,Very High,Greek
570,97067.09,28,1142500,AL,3,M,61,98,1,0,1,1,Very High,Greek
3506,7170,11,1141500,AL,2,M,28,85,1,0,1,1,Very High,Greek
3192,19872,29,1141410,AL,1,M,60,63,1,0,1,1,Very High,Greek
4685,1490,28,1141200,AL,1,F,45,61,1,0,1,1,Very High,Greek
4401,2050,14,1139120,AL,2,M,92,93,1,0,1,1,Very High,Greek
3720,5017.5,35,1138460,AL,1,M,0,0,1,0,1,1,Very High,Greek
4036,3227.5,25,1137000,AL,1,F,0,100,1,0,1,1,Very High,Greek
3534,6730,23,1135500,AL,1,M,60,71,1,0,1,1,Very High,Greek
5247,750,7,1132500,AL,1,M,0,0,1,0,1,1,Very High,Greek
2337,12470,22,1131363,AL,3,F,70,93,1,0,1,1,Very High,Greek
5197,800,4,1129500,AL,0,M,0,0,1,0,1,1,Very High,Greek
5286,705,19,1127000,AL,1,M,0,0,1,0,1,1,Very High,Greek
4326,2265,23,1124500,AL,0,M,43,78,1,0,1,1,Very High,Greek
5109,920,18,1121640,AL,1,M,58,83,1,0,1,1,Very High,Greek
4607,1615,24,1121500,AL,1,M,52,70,1,0,1,1,Very High,Greek
4718,1435,13,1118000,AL,1,M,0,0,1,0,1,1,Very High,Greek
4944,1086.41,14,1112400,FD,1,F,100,100,0,0,1,1,Very High,Greek
1903,35405,31,1110033,AL,2,M,61,80,1,0,1,1,Very High,Greek
3267,16257,21,1110000,AL,1,M,0,0,1,0,1,1,Very High,Greek
1943,9975.5,20,1105063,AL,1,M,0,0,1,0,1,1,Very High,Greek
5149,857,21,1103000,AL,0,F,0,0,1,0,1,1,Very High,Greek
2818,63253,24,1101410,AL,2,M,52,69,1,0,1,1,Very High,Greek
6936,0,0,1100000,AL,1,M,0,0,1,0,1,1,Very High,Greek
3342,10045,34,1100000,AL,2,F,44,52,1,0,1,1,Very High,Greek
2753,12617.5,17,1098500,AL,3,M,57,88,1,0,1,1,Very High,Greek
2683,14740,39,1098380,AL,1,M,64,75,1,0,1,1,Very High,Greek
6589,25,2,1097500,AL,1,F,0,0,1,0,1,1,Very High,Greek
1413,3605,20,1097260,AL,2,F,100,90,1,0,1,1,Very High,Greek
6003,225,6,1095710,AL,1,F,24,57,1,0,1,1,Very High,Greek
1594,54083,47,1094483,AL,3,M,54,76,1,0,1,1,Very High,Greek
5318,690,10,1093800,AL,1,M,0,68,1,0,1,1,Very High,Greek
4404,2040,16,1093500,AL,1,M,0,100,1,0,1,1,Very High,Greek
4553,1750,14,1088210,AL,2,F,0,0,1,0,1,1,Very High,Greek
1510,5966.68,27,1084300,AL,1,M,0,23,1,0,1,1,Very High,Greek
156,5656,33,1083000,AL,0,M,89,100,1,0,1,1,Very High,Greek
3711,5070,23,1080500,AL,1,M,29,41,1,0,1,1,Very High,Greek
1149,25224.5,27,1071000,AL,1,M,44,89,1,0,1,1,Very High,Greek
303,11671,31,1069500,AL,1,M,100,100,1,0,1,1,Very High,Greek
3448,8215,27,1069302,AL,1,M,60,73,1,0,1,1,Very High,Greek
1298,111610,27,1066900,AL,4,M,65,59,1,0,1,1,Very High,Greek
5581,499,10,1065500,AL,1,F,0,0,1,0,1,1,Very High,Greek
5315,695,7,1065500,AL,1,M,100,100,1,0,1,1,Very High,Greek
1927,19751.37,32,1065040,AL,2,M,100,50,1,0,1,1,Very High,Greek
5021,1000,19,1065000,AL,2,M,69,44,1,0,1,1,Very High,Greek
5820,330,5,1064840,AL,1,M,0,0,1,0,1,1,Very High,Greek
1370,22455,38,1064485,AL,1,M,60,70,1,0,1,1,Very High,Greek
5419,586,12,1060500,AL,4,M,33,61,1,0,1,1,Very High,Greek
5898,285,6,1057500,AL,0,M,0,100,1,0,1,1,Very High,Greek
4449,1950.5,16,1057000,AL,1,F,0,32,1,0,1,1,Very High,Greek
5448,555,6,1054500,AL,1,F,0,0,1,0,1,1,Very High,Greek
6093,200,1,1048500,AL,0,M,0,0,1,0,1,1,Very High,Greek
3629,5733,30,1048300,AL,1,M,57,100,1,0,1,1,Very High,Greek
5102,927.5,10,1044500,AL,1,M,71,45,1,0,1,1,Very High,Greek
5474,545,6,1043600,AL,5,F,0,100,1,0,1,1,Very High,Greek
4597,1635,14,1043500,AL,2,M,0,0,1,0,1,1,Very High,Greek
5948,250,1,1043500,AL,2,M,0,0,1,0,1,1,Very High,Greek
37,21107.76,26,1043358,AL,2,M,100,9,1,0,1,1,Very High,Greek
5362,640,8,1042831,AL,1,M,100,100,1,0,1,1,Very High,Greek
5836,320,9,1042069,AL,1,F,0,44,1,0,1,1,Very High,Greek
6470,50,3,1040307,AL,1,F,0,0,1,0,1,1,Very High,Greek
5276,715,22,1036500,AL,1,M,88,74,1,0,1,1,Very High,Greek
3944,3637,20,1034200,AL,4,M,0,48,1,0,1,1,Very High,Greek
4083,3075,19,1033606,AL,6,M,0,0,1,0,1,1,Very High,Greek
4192,2685,11,1032000,AL,1,M,0,0,1,0,1,1,Very High,Greek
1176,6899,18,1031232,AL,1,M,95,100,1,0,1,1,Very High,Greek
4803,1280,9,1030500,AL,1,M,100,100,1,0,1,1,Very High,Greek
2237,1375,11,1030450,AL,2,M,100,50,1,0,1,1,Very High,Greek
4291,2371,19,1030000,AL,0,M,0,0,1,0,1,1,Very High,Greek
