IDCode,WSU LIFETIME GIVING,WSU YEARS OF GIVING,ASSETS,RECORD TYPE CODE,Number of relationships,Gender,Velocity35Score,Velocity57Score,AlumniCode,SportCode,GreekCode,ParticipationScore,AssetClass
4423,2000,1,80000000,FR,1,M,0,0,0,0,0,0,Very Highest
842,1000,1,79874500,FR,1,M,0,0,0,0,0,0,Very Highest
3683,5250,2,52664057,FR,1,M,0,0,0,0,0,0,Very Highest
6473,50,3,42000000,AL,3,M,0,0,1,0,1,1,Very Highest
247,232450,12,39509455,FR,1,F,81,77,0,0,0,0,Very Highest
7148,0,0,37400000,FR,,F,0,0,0,0,0,0,Very Highest
7013,0,0,32696000,FR,1,M,0,0,0,0,0,0,Very Highest
2206,1460,15,28157330,FR,3,M,,,0,,,0,Very Highest
3935,3705,14,26957500,AL,1,M,0,0,1,0,0,0,Very Highest
6939,0,0,26389000,FR,,M,0,0,0,0,0,0,Very Highest
5033,1000,1,26113000,FR,0,M,0,0,0,0,0,0,Very Highest
5543,500,1,23258758,FR,1,F,0,0,0,0,0,0,Very Highest
2025,41830,24,22950000,AL,1,M,18,90,1,0,1,1,Very Highest
12,555488,24,22603556,AL,2,M,50,61,1,0,0,0,Very Highest
2476,2999.98,3,22336942,FR,1,M,,,0,,,0,Very Highest
6947,0,0,21213362,AL,,F,0,0,1,0,0,0,Very Highest
5551,500,4,20000000,FR,1,M,0,0,0,0,0,0,Very Highest
3670,5370,34,19572200,AL,1,M,76,58,1,0,0,0,Very Highest
5558,500,1,19537566,AL,0,M,0,0,1,0,1,1,Very Highest
6651,7.5,1,18174188,FR,1,M,0,0,0,0,0,0,Very Highest
6989,0,0,18074630,FP,2,M,0,0,0,0,0,0,Very Highest
2945,35000,1,17742510,FR,1,M,0,0,0,0,0,0,Very Highest
6983,0,0,16565307,FP,1,M,0,0,0,0,0,0,Very Highest
4241,2500,1,16154500,FR,1,M,0,0,0,0,0,0,Very Highest
221,28433.46,7,15142200,FR,1,M,0,0,0,0,0,0,Very Highest
4257,2500,1,14305603,FR,1,M,0,0,0,0,0,0,Very Highest
595,5045,2,13781700,FR,1,M,0,0,0,0,0,0,Very Highest
5288,703,4,13536460,FR,2,M,0,0,0,0,0,0,Very Highest
4636,1566,11,13504208,AL,1,M,0,0,1,0,1,1,Very Highest
654,22075,8,13342000,FR,2,M,29,100,0,0,0,0,Very Highest
2315,4,1,13255340,FR,0,M,0,0,0,0,0,0,Very Highest
2747,12910,40,13207850,AL,2,M,85,95,1,0,1,1,Very Highest
5647,450,3,12087281,FR,1,M,0,0,0,0,0,0,Very Highest
5456,550,2,12046210,FR,1,M,0,0,0,0,0,0,Very Highest
5503,515,18,11912815,AL,1,M,0,0,1,0,1,1,Very Highest
6518,50,1,11905983,FR,1,M,0,0,0,0,0,0,Very Highest
6398,75,1,11593480,FR,1,M,0,0,0,0,0,0,Very Highest
6497,50,1,11592736,FP,2,M,0,0,0,0,0,0,Very Highest
5027,1000,1,11327000,FR,0,F,0,0,0,0,0,0,Very Highest
3385,9220,19,11273000,AL,1,M,67,100,1,0,0,0,Very Highest
1761,9169,19,11250940,AL,1,F,53,96,1,0,0,0,Very Highest
4483,1885,12,11135203,FR,0,M,0,0,0,0,0,0,Very Highest
4995,1020,17,10899590,AL,1,M,0,26,1,0,1,1,Very Highest
5816,335,3,10867500,FP,2,M,0,0,0,0,0,0,Very Highest
6074,200,1,10849620,FR,1,M,0,0,0,0,0,0,Very Highest
732,206700,6,10727468,FP,2,M,0,0,0,0,0,0,Very Highest
349,3000,1,10682000,FR,1,F,,,0,,,0,Very Highest
5152,850,5,10623111,FR,1,M,0,0,0,0,0,0,Very Highest
2679,15000,1,10618174,FR,1,M,0,0,0,0,0,0,Very Highest
5359,645.33,3,10611793,FP,2,M,0,0,0,0,0,0,Very Highest
6585,25,1,10576053,AL,3,M,0,0,1,1,0,1,Very Highest
6998,0,0,10504375,FR,1,M,0,0,0,0,0,0,Very Highest
7023,0,0,9900000,AL,,M,0,0,1,0,1,1,Very High
2783,97250,13,9798000,FR,1,M,75,67,0,0,0,0,Very High
5971,250,1,9726000,FP,2,M,0,100,0,0,0,0,Very High
5795,350,2,9647670,FR,1,M,0,0,0,0,0,0,Very High
6954,0,0,9590810,AL,,M,0,0,1,0,0,0,Very High
829,124192,9,9536783,FP,4,M,72,76,0,0,0,0,Very High
1707,10412,30,9520818,AL,1,M,48,69,1,0,0,0,Very High
2681,14984,1,9509000,FD,2,M,0,0,0,0,0,0,Very High
5345,650,2,9480810,FR,0,F,0,15,0,0,0,0,Very High
4802,1282,34,9444814,AL,1,M,33,35,1,0,0,0,Very High
43,4652569.98,29,9436513,AL,2,M,0,0,1,0,0,0,Very High
3725,5000,1,9247500,FR,1,M,0,0,0,0,0,0,Very High
6994,0,0,9214761,FP,2,M,0,0,0,0,0,0,Very High
310,11000,2,9161430,FR,1,M,100,100,0,0,0,0,Very High
1774,21350,4,9113500,AL,0,M,100,100,1,0,0,0,Very High
2965,32970,16,9068057,AL,1,M,60,71,1,0,0,0,Very High
6444,50,2,9028500,FR,2,M,0,0,0,0,0,0,Very High
478,3879.5,19,8989764,AL,1,M,68,83,1,0,0,0,Very High
5527,500,1,8881500,FR,0,M,0,0,0,0,0,0,Very High
5018,1000,1,8864312,FR,1,M,0,0,0,0,0,0,Very High
5868,300,3,8600450,AL,3,M,0,0,1,0,0,0,Very High
99,13368.62,18,8600000,AL,3,F,48,88,1,0,1,1,Very High
5559,500,3,8566771,FP,3,M,0,0,0,0,0,0,Very High
404,17711.83,29,8561566,AL,1,M,75,100,1,1,1,2,Very High
6488,50,2,8478000,AL,1,F,0,0,1,0,0,0,Very High
5349,650,11,8475466,AL,1,M,49,82,1,0,0,0,Very High
5352,650,1,8333400,FD,0,M,100,100,0,0,0,0,Very High
5466,550,3,8311488,FR,1,M,0,0,0,0,0,0,Very High
6061,200,1,8297029,FR,0,M,0,0,0,0,0,0,Very High
6273,100,1,8257864,FR,1,M,0,0,0,0,0,0,Very High
5640,450,2,8116200,FP,1,F,0,56,0,0,0,0,Very High
5420,585,7,8092330,FR,0,M,40,56,0,0,0,0,Very High
4108,3000,2,8030390,FP,2,M,0,0,0,0,0,0,Very High
3723,5001,2,8016500,FR,0,M,0,0,0,0,0,0,Very High
2132,1751939.84,25,7964000,AL,3,M,49,73,1,0,0,0,Very High
3198,19475,20,7962000,AL,1,M,0,0,1,1,1,2,Very High
6283,100,1,7868199,FR,1,M,0,0,0,0,0,0,Very High
5937,250,1,7853500,FR,1,M,0,0,0,0,0,0,Very High
3339,10087,3,7757025,FR,3,F,0,0,0,0,0,0,Very High
5699,400,7,7737400,FP,1,M,0,0,0,0,0,0,Very High
3889,4000,5,7731942,FR,1,M,0,0,0,0,0,0,Very High
6402,70,2,7649460,AL,0,F,0,0,1,0,0,0,Very High
6269,100,1,7569710,FR,0,F,0,0,0,0,0,0,Very High
6022,210,3,7547195,AL,0,M,0,0,1,0,1,1,Very High
4444,1960,9,7486586,FR,1,M,0,0,0,0,0,0,Very High
7118,0,0,7465417,AL,,M,0,0,1,0,1,1,Very High
6292,100,2,7454609,FP,2,M,0,0,0,0,0,0,Very High
1283,26750,5,7431000,AL,2,M,15,100,1,0,1,1,Very High
5409,600,1,7398533,FR,1,M,0,0,0,0,0,0,Very High
5005,1000,3,7397091,FR,0,F,0,0,0,0,0,0,Very High
5205,800,3,7342068,FR,1,M,100,100,0,0,0,0,Very High
3188,20000,2,7339190,FR,1,M,0,0,0,0,0,0,Very High
959,42888,26,7289655,AL,6,M,49,42,1,0,1,1,Very High
7094,0,0,7277366,AL,1,M,0,0,1,0,0,0,Very High
5044,1000,1,7239812,FR,1,M,0,0,0,0,0,0,Very High
5384,620,3,7227121,AL,3,F,100,100,1,0,1,1,Very High
5144,870,8,7206480,AL,1,M,0,0,1,0,1,1,Very High
3592,6080,25,7121842,AL,3,M,0,0,1,1,1,2,Very High
3148,22400,14,7070000,AL,1,F,100,100,1,0,1,1,Very High
4001,3405,14,7000000,AL,1,F,0,0,1,0,1,1,Very High
4909,1115,7,6988810,FR,1,F,56,88,0,0,0,0,Very High
378,598727.69,55,6956500,AL,1,M,39,31,1,0,1,1,Very High
5771,355,10,6923500,AL,1,F,0,36,1,0,1,1,Very High
7084,0,0,6833600,FR,1,M,0,0,0,0,0,0,Very High
6769,0,0,6787000,FR,,M,0,0,0,0,0,0,Very High
6785,0,0,6772811,AL,,F,0,0,1,0,0,0,Very High
5142,878,13,6743227,AL,1,M,0,0,1,0,0,0,Very High
111,83481.59,29,6733818,AL,1,M,99,99,1,0,0,0,Very High
2590,393400,24,6704300,FR,5,F,0,86,0,0,0,0,Very High
6643,10,1,6687255,FR,1,M,0,0,0,0,0,0,Very High
5035,1000,2,6602298,FR,1,M,0,0,0,0,0,0,Very High
5544,500,2,6589510,FP,1,M,0,0,0,0,0,0,Very High
4634,1570,11,6568100,FP,3,M,0,0,0,0,0,0,Very High
2804,76552,30,6562828,FP,3,M,0,33,0,0,0,0,Very High
6098,195,4,6558039,AL,1,F,0,36,1,0,0,0,Very High
4285,2400,14,6537743,AL,1,F,44,94,1,0,0,0,Very High
4295,2350,9,6481880,FP,2,M,0,100,0,0,0,0,Very High
3739,4930,25,6466720,AL,1,F,50,100,1,0,1,1,Very High
5844,310,6,6440100,AL,3,M,100,100,1,0,1,1,Very High
7000,0,0,6426800,FP,2,M,0,0,0,0,0,0,Very High
6851,0,0,6381826,FP,2,M,0,0,0,0,0,0,Very High
3120,2500000,2,6319000,FR,1,M,100,100,0,0,0,0,Very High
3600,6000,6,6300000,FP,2,M,0,0,0,0,0,0,Very High
5054,1000,1,6200000,FR,0,M,0,0,0,0,0,0,Very High
5055,1000,1,6132844,FP,2,M,0,0,0,0,0,0,Very High
5962,250,1,6091515,FR,0,F,0,0,0,0,0,0,Very High
6065,200,2,6072300,FP,1,M,0,0,0,0,0,0,Very High
2424,157353.49,11,5943980,AL,1,F,100,100,1,0,0,0,Very High
5554,500,1,5906536,FR,0,F,0,0,0,0,0,0,Very High
3514,7025,25,5891316,AL,2,M,60,83,1,0,0,0,Very High
3995,3425,8,5877500,FR,1,M,100,99,0,0,0,0,Very High
5777,350,2,5865658,FR,1,M,0,0,0,0,0,0,Very High
6336,100,4,5862540,AL,1,M,0,0,1,0,0,0,Very High
5541,500,4,5860815,FP,2,M,0,0,0,0,0,0,Very High
1031,640,4,5844500,AL,1,M,,,1,,,0,Very High
6407,70,2,5834945,FR,0,M,0,0,0,0,0,0,Very High
2010,32150,6,5826000,AL,0,M,72,100,1,1,0,1,Very High
6036,200,3,5809030,AL,1,M,0,0,1,0,0,0,Very High
1272,1748818.01,34,5780000,AL,10,M,75,27,1,0,1,1,Very High
5311,695,5,5699083,FR,1,M,0,0,0,0,0,0,Very High
2303,42847.84,15,5687500,FR,5,M,100,98,0,0,0,0,Very High
1317,120201.3,48,5669000,AL,5,M,44,73,1,0,0,0,Very High
2223,460,2,5513425,PA,2,M,,,0,,,0,Very High
2209,60465,17,5506500,FP,3,M,100,100,0,0,0,0,Very High
3085,24155,22,5500000,AL,9,M,0,0,1,1,1,2,Very High
1410,126924.14,23,5449503,AL,4,M,64,57,1,0,0,0,Very High
3979,3501.32,16,5441390,FR,1,F,32,80,0,0,0,0,Very High
1367,372780,26,5342000,AL,3,M,67,79,1,0,1,1,Very High
4086,3055,15,5323538,AL,3,F,100,100,1,0,0,0,Very High
5463,550,2,5322180,FR,1,M,0,100,0,0,0,0,Very High
5046,1000,1,5314000,FR,1,M,0,0,0,0,0,0,Very High
5256,740,5,5310144,FP,2,M,0,0,0,0,0,0,Very High
1192,21910,18,5300000,AL,1,M,36,65,1,0,1,1,Very High
6138,150,2,5299650,FR,1,M,0,0,0,0,0,0,Very High
4103,3002.5,21,5298440,AL,1,M,0,100,1,0,0,0,Very High
6051,200,2,5204918,FP,2,M,0,0,0,0,0,0,Very High
6772,0,0,5200000,FR,,M,0,0,0,0,0,0,Very High
5580,500,1,5193500,FR,1,M,0,0,0,0,0,0,Very High
1635,77374.5,27,5184400,AL,1,F,90,96,1,1,0,1,Very High
4861,1190,3,5171420,FR,0,M,100,100,0,0,0,0,Very High
6066,200,2,5156589,FP,1,M,0,0,0,0,0,0,Very High
4975,1047,16,5142697,AL,1,M,0,0,1,0,0,0,Very High
5956,250,3,5099053,FR,1,M,0,0,0,0,0,0,Very High
3691,5210,2,5089500,FR,1,M,100,2,0,0,0,0,Very High
4259,2500,4,5062700,FR,0,F,0,67,0,0,0,0,Very High
2446,82424.45,15,5012400,FR,2,M,100,100,0,0,0,0,Very High
5264,725,12,5000000,AL,0,F,0,0,1,0,0,0,Very High
7059,0,0,4984000,FD,,M,0,0,0,1,1,2,Very High
845,2515,8,4982940,FR,1,F,,,0,,,0,Very High
6405,70,3,4969236,AL,0,M,0,0,1,0,1,1,Very High
4343,2230,22,4948024,AL,1,F,25,53,1,0,0,0,Very High
6709,0,0,4943900,FP,2,M,0,0,0,0,0,0,Very High
5507,515,8,4938920,FR,1,M,0,0,0,0,0,0,Very High
5882,300,1,4924969,FR,1,M,0,0,0,0,0,0,Very High
6987,0,0,4922000,FR,,M,0,0,0,0,0,0,Very High
5923,262,5,4921500,AL,1,M,0,50,1,0,0,0,Very High
2613,29173.54,19,4916000,AL,4,M,0,0,1,0,1,1,Very High
5676,420,4,4908508,AL,0,M,0,0,1,0,1,1,Very High
4646,1553,4,4900000,FR,1,M,0,0,0,0,0,0,Very High
6385,75,2,4893000,FP,3,F,0,0,0,0,0,0,Very High
7121,0,0,4859000,FP,2,M,0,0,0,0,0,0,Very High
5244,750,12,4847090,AL,1,M,0,0,1,0,0,0,Very High
3186,20022,8,4844301,FR,4,M,0,0,0,0,0,0,Very High
3624,5790,4,4833795,FR,1,M,78,100,0,0,0,0,Very High
5189,800,2,4813300,FR,0,M,0,0,0,0,0,0,Very High
5876,300,1,4809075,FP,5,M,0,0,0,0,0,0,Very High
2235,72322,13,4796244,FR,1,M,56,96,0,0,1,1,Very High
6608,25,1,4793249,AL,0,F,0,0,1,0,1,1,Very High
7003,0,0,4786500,FR,2,M,0,0,0,0,0,0,Very High
4409,2027.36,6,4775000,FR,1,M,0,0,0,0,0,0,Very High
5692,400,3,4768500,FP,2,M,0,100,0,0,0,0,Very High
577,2197,14,4720290,AL,4,M,,,1,,,1,Very High
2281,685127.22,34,4704500,AL,3,M,44,64,1,0,0,0,Very High
7104,0,0,4691616,FP,1,M,0,0,0,0,0,0,Very High
1376,15153,29,4688000,AL,2,F,20,74,1,0,0,0,Very High
2897,42000,5,4669500,FR,4,M,0,0,0,0,0,0,Very High
4812,1260,2,4667680,FR,1,F,0,0,0,0,0,0,Very High
3608,5894,9,4667600,FR,0,M,0,0,0,0,0,0,Very High
871,2700,2,4663000,FR,1,M,,,0,,,0,Very High
4850,1200,6,4652567,FP,3,M,40,100,0,0,0,0,Very High
2508,4550,12,4645670,FR,1,M,,,0,,,0,Very High
5733,383,3,4640679,FP,2,M,0,0,0,0,0,0,Very High
5698,400,4,4630950,FP,2,M,0,0,0,0,0,0,Very High
1789,6595,20,4616500,AL,1,F,0,53,1,0,0,0,Very High
6451,50,1,4588759,AL,2,M,0,0,1,0,1,1,Very High
5495,525,6,4567100,FP,2,M,67,67,0,0,0,0,Very High
3089,23942,2,4555000,FR,2,M,0,0,0,0,0,0,Very High
5160,845,5,4550797,FP,3,M,0,0,0,0,0,0,Very High
4590,1655,29,4549656,AL,1,F,33,75,1,0,1,1,Very High
6499,50,1,4540600,FR,1,M,0,0,0,0,0,0,Very High
6302,100,1,4531000,FR,1,M,0,0,0,0,0,0,Very High
5561,500,1,4524000,FR,0,M,0,0,0,0,0,0,Very High
4938,1095,31,4522990,AL,4,F,50,59,1,0,0,0,Very High
2154,2000093.5,9,4520852,FF,1,M,0,100,0,0,0,0,Very High
5096,935,8,4501880,FR,1,F,74,72,0,0,0,0,Very High
4138,2875,7,4500000,FP,2,M,0,21,0,0,0,0,Very High
4817,1250,2,4492000,FR,1,M,100,100,0,0,0,0,Very High
5092,946.9,5,4491400,FR,1,M,100,100,0,0,0,0,Very High
5360,645,3,4487709,FR,0,M,0,0,0,0,0,0,Very High
5226,759,6,4487581,FR,1,M,78,100,0,0,0,0,Very High
5094,935,17,4482300,AL,1,M,15,73,1,0,0,0,Very High
2294,476625,6,4479009,FR,3,M,80,86,0,0,0,0,Very High
5387,620,2,4472197,FP,3,M,0,0,0,0,0,0,Very High
2006,2800,7,4454000,AL,1,M,0,0,1,0,0,0,Very High
5547,500,1,4438970,AL,0,F,0,0,1,0,0,0,Very High
6730,0,0,4413414,AL,,M,0,0,1,0,1,1,Very High
6698,0,0,4409000,AL,,M,0,0,1,0,1,1,Very High
4214,2600,3,4400900,FR,1,M,0,0,0,0,0,0,Very High
5439,565,21,4400000,AL,0,M,0,0,1,0,0,0,Very High
363,36455,39,4400000,AL,6,F,57,99,1,0,1,1,Very High
7043,0,0,4384260,FP,2,M,0,0,0,0,0,0,Very High
5578,500,1,4382466,FR,0,M,0,0,0,0,0,0,Very High
2475,23100,4,4380740,FR,2,M,74,100,0,0,0,0,Very High
2369,793334,12,4350000,FR,5,M,0,0,0,0,0,0,Very High
5031,1000,1,4347500,FR,0,M,0,0,0,0,0,0,Very High
5754,365,1,4318278,FR,1,M,0,0,0,0,0,0,Very High
5,40000,3,4295500,FP,2,M,0,75,0,0,0,0,Very High
5714,400,1,4294500,AL,3,F,0,0,1,0,1,1,Very High
996,7405,35,4293000,AL,1,M,94,97,1,0,1,1,Very High
674,58092.48,10,4277772,AL,6,F,47,72,1,0,1,1,Very High
6210,125,2,4275000,FR,0,F,100,80,0,0,0,0,Very High
2904,40850,8,4259500,FR,1,M,0,0,0,0,0,0,Very High
5051,1000,1,4258000,FR,1,M,0,0,0,0,0,0,Very High
5371,632.02,5,4254100,FR,1,M,0,0,0,0,0,0,Very High
5785,350,2,4242735,FR,0,M,0,0,0,0,0,0,Very High
5342,655,16,4239250,AL,0,M,33,60,1,0,1,1,Very High
5958,250,1,4231500,FR,1,M,100,100,0,0,0,0,Very High
3856,4175,17,4221801,AL,1,F,67,54,1,0,0,0,Very High
1887,765.06,3,4204400,AL,2,M,0,0,1,0,1,1,Very High
6937,0,0,4194500,FP,1,M,0,0,0,0,0,0,Very High
5198,800,5,4190000,FP,2,M,0,0,0,0,0,0,Very High
3353,10000,1,4185000,FR,1,M,0,0,0,0,0,0,Very High
5270,720,4,4182688,FR,1,M,0,29,0,0,0,0,Very High
6173,145,3,4180709,AL,2,M,0,0,1,0,0,0,Very High
6393,75,3,4178415,AL,0,M,0,0,1,0,1,1,Very High
4102,3010,2,4172000,FR,5,M,100,100,0,0,0,0,Very High
848,25660,1,4164500,FR,1,M,0,0,0,0,0,0,Very High
5329,670,18,4159241,AL,1,F,44,70,1,0,0,0,Very High
7253,0,0,4151947,FP,3,M,0,0,0,0,0,0,Very High
5330,670,4,4149377,FP,4,M,39,100,0,0,0,0,Very High
6616,20,1,4100000,AL,0,F,0,0,1,0,0,0,Very High
1311,1210,2,4100000,AL,2,M,,,1,1,,2,Very High
1649,3650,5,4099523,AL,1,F,,,1,,,0,Very High
6544,35,2,4098200,AL,1,M,0,0,1,0,0,0,Very High
3287,12250,12,4091500,FR,1,M,0,15,0,0,0,0,Very High
3972,3530,9,4082420,AL,1,M,0,0,1,0,1,1,Very High
3652,5491,4,4075075,FR,2,M,0,0,0,0,0,0,Very High
6805,0,0,4050442,AL,,F,0,0,1,0,1,1,Very High
7296,0,0,4038410,FR,1,F,0,0,0,0,0,0,Very High
6984,0,0,4028883,FP,2,M,0,0,0,0,0,0,Very High
5737,377.5,13,4026900,AL,1,F,0,0,1,0,0,0,Very High
7275,0,0,4026400,FR,,M,0,0,0,0,0,0,Very High
4272,2444,2,4021500,FP,1,M,0,0,0,0,0,0,Very High
6028,200,1,4019590,FP,6,M,0,0,0,0,0,0,Very High
5150,855,23,4017543,AL,0,M,36,44,1,0,0,0,Very High
888,3517,2,3999739,FR,1,F,,,0,,,0,Very High
3645,5548,23,3997000,AL,0,M,0,80,1,0,0,0,Very High
6946,0,0,3993032,AL,,M,0,0,1,0,1,1,Very High
4888,1145,16,3991200,AL,1,F,0,100,1,0,0,0,Very High
7035,0,0,3980000,FP,2,M,0,0,0,0,0,0,Very High
1162,18715,34,3978764,AL,1,M,29,61,1,0,1,1,Very High
6357,90,3,3969750,AL,0,M,0,0,1,0,0,0,Very High
5778,350,6,3937300,FP,2,M,100,100,0,0,0,0,Very High
1961,100,3,3937000,AL,2,M,0,0,1,0,0,0,Very High
6125,165,7,3903000,AL,2,M,0,100,1,0,0,0,Very High
5658,435,13,3902644,AL,1,M,0,0,1,0,0,0,Very High
5029,1000,7,3899000,FR,1,M,0,0,0,0,0,0,Very High
4580,1676,22,3895529,AL,2,F,100,100,1,0,0,0,Very High
5305,700,2,3888911,FR,1,M,0,0,0,0,0,0,Very High
5867,300,1,3877000,FR,1,F,0,0,0,0,0,0,Very High
6323,100,1,3872500,FP,2,F,0,0,0,0,0,0,Very High
4258,2500,2,3871927,FR,0,M,0,0,0,0,0,0,Very High
491,6040,21,3865312,AL,6,F,0,0,1,0,1,1,Very High
5669,425,5,3863000,AL,0,F,0,0,1,0,0,0,Very High
321,100000,1,3855000,FR,1,F,100,100,0,0,0,0,Very High
5742,375,7,3844900,FR,1,M,0,50,0,0,0,0,Very High
6054,200,2,3827538,FR,0,M,0,0,0,0,0,0,Very High
1615,12,1,3824400,AL,0,M,0,0,1,0,0,0,Very High
368,16045.41,28,3811900,AL,2,F,42,69,1,0,0,0,Very High
5231,750,1,3800000,FR,1,M,0,0,0,0,0,0,Very High
4788,1300,10,3794056,FR,1,M,40,71,0,0,0,0,Very High
5200,800,4,3783800,FP,2,M,0,0,0,0,0,0,Very High
6961,0,0,3775000,FP,2,M,0,0,0,0,0,0,Very High
6282,100,1,3769514,FR,1,M,0,0,0,0,0,0,Very High
437,272,6,3756817,AL,3,M,0,0,1,0,1,1,Very High
6695,0,0,3752194,FR,,M,0,0,0,0,0,0,Very High
5623,460,3,3750150,FR,1,F,0,0,0,0,0,0,Very High
7030,0,0,3750000,FP,1,F,0,0,0,0,0,0,Very High
5255,740,8,3750000,AL,0,M,0,0,1,0,1,1,Very High
5780,350,2,3743967,FR,1,M,0,0,0,0,0,0,Very High
6228,114,1,3740500,FR,1,M,0,0,0,0,0,0,Very High
5974,250,1,3719000,FR,1,M,0,0,0,0,0,0,Very High
182,500277.5,12,3716000,FR,1,M,10,55,0,0,0,0,Very High
911,125000,2,3716000,FR,2,M,100,100,0,0,0,0,Very High
6039,200,2,3708523,FR,0,M,0,0,0,0,0,0,Very High
5000,1010,7,3701400,AL,1,M,0,100,1,0,1,1,Very High
7252,0,0,3694654,FP,2,M,0,0,0,0,0,0,Very High
499,280406.86,27,3686553,AL,1,M,0,0,1,0,1,1,Very High
5006,1000,1,3681500,FR,0,M,0,0,0,0,0,0,Very High
6350,95,4,3675000,AL,1,F,0,0,1,0,0,0,Very High
5181,820,17,3670000,AL,1,M,0,100,1,0,0,0,Very High
5525,500,1,3669600,FR,0,F,0,0,0,0,0,0,Very High
4420,2000,1,3657500,FR,1,M,0,0,0,0,0,0,Very High
5796,350,4,3656400,FR,1,M,0,0,0,0,0,0,Very High
6493,50,1,3640757,AL,1,F,0,0,1,0,1,1,Very High
6605,25,1,3639349,AL,1,M,0,0,1,0,1,1,Very High
4932,1100,4,3634500,FP,2,M,0,33,0,0,0,0,Very High
4907,1115,2,3630310,AL,5,M,0,100,1,0,1,1,Very High
5472,550,3,3621000,FP,2,M,0,0,0,0,0,0,Very High
4584,1665,13,3603398,AL,1,M,0,0,1,0,0,0,Very High
5523,500,1,3601800,FR,0,M,0,0,0,0,0,0,Very High
2885,43772.75,50,3600000,AL,6,M,64,71,1,0,0,0,Very High
4993,1025,9,3579607,AL,1,M,0,0,1,0,0,0,Very High
6069,200,2,3579000,FR,1,M,0,0,0,0,0,0,Very High
1527,10555,16,3575611,AL,0,M,0,0,1,0,1,1,Very High
5990,240,9,3575500,AL,1,F,0,0,1,0,1,1,Very High
6988,0,0,3574775,FP,2,M,0,0,0,0,0,0,Very High
5519,500,3,3574270,FR,0,M,0,0,0,0,0,0,Very High
389,2935,18,3565277,AL,1,F,,,1,,,0,Very High
5656,435,16,3564500,AL,1,F,0,71,1,0,0,0,Very High
4777,1310,9,3555590,AL,1,F,100,50,1,0,1,1,Very High
6498,50,1,3542094,FP,2,M,0,0,0,0,0,0,Very High
5955,250,1,3526000,FR,0,M,0,0,0,0,0,0,Very High
6180,140,14,3522632,AL,1,M,0,0,1,0,0,0,Very High
1855,106973,22,3514500,AL,1,M,94,98,1,0,0,0,Very High
5087,950,5,3514300,FR,1,M,0,0,0,0,0,0,Very High
233,25500,11,3513620,FP,2,M,21,96,0,0,0,0,Very High
5396,600,3,3498820,FR,1,F,0,0,0,0,0,0,Very High
1519,6407,7,3492000,AL,4,M,100,98,1,0,1,1,Very High
1868,9365,26,3488000,AL,1,F,75,100,1,0,1,1,Very High
6104,190,4,3478349,AL,1,M,0,0,1,0,1,1,Very High
4567,1700,10,3474000,AL,1,M,0,0,1,0,1,1,Very High
6540,37.5,2,3470100,FP,3,M,0,0,0,0,0,0,Very High
7142,0,0,3469900,FR,1,M,0,0,0,0,0,0,Very High
4367,2155,18,3467930,AL,5,F,0,0,1,0,1,1,Very High
5236,750,6,3465311,AL,1,M,0,0,1,0,1,1,Very High
5459,550,4,3464500,FP,2,M,0,0,0,0,0,0,Very High
6272,100,1,3461495,FR,3,M,0,0,0,0,0,0,Very High
1245,49421.23,16,3459762,AL,1,M,56,63,1,0,1,1,Very High
5394,605,14,3452107,AL,1,M,0,0,1,0,1,1,Very High
2483,4980,9,3445000,FP,3,M,,,0,,,0,Very High
4756,1370,8,3442700,FR,1,M,0,0,0,0,0,0,Very High
5034,1000,2,3437500,FR,1,M,0,0,0,0,0,0,Very High
5458,550,5,3434325,FR,1,M,0,100,0,0,0,0,Very High
7012,0,0,3428000,FR,3,M,0,0,0,0,0,0,Very High
6316,100,1,3420500,FR,0,F,0,0,0,0,0,0,Very High
5365,640,12,3420009,AL,1,F,0,0,1,0,0,0,Very High
6914,0,0,3418500,AL,,M,0,0,1,0,0,0,Very High
3191,19873,16,3413900,AL,2,M,0,0,1,0,1,1,Very High
1427,21944,9,3400000,AL,1,M,87,89,1,0,0,0,Very High
2317,64677.83,26,3393000,FR,1,M,42,78,0,0,0,0,Very High
5299,700,8,3386000,AL,0,M,0,0,1,0,1,1,Very High
4532,1785,27,3384000,AL,1,F,20,45,1,0,1,1,Very High
2402,1572666.1,20,3382634,AL,3,M,73,88,1,0,0,0,Very High
3730,5000,1,3376500,FR,1,M,0,0,0,0,0,0,Very High
1489,453470,38,3372500,AL,1,M,43,55,1,0,1,1,Very High
7008,0,0,3370248,FP,2,M,0,0,0,0,0,0,Very High
1123,57680,38,3367874,AL,3,M,63,80,1,0,0,0,Very High
6701,0,0,3358838,FR,,M,0,0,0,0,0,0,Very High
4144,2850,3,3357400,FR,1,M,100,88,0,0,0,0,Very High
5422,580,8,3352000,FR,1,M,0,0,0,0,0,0,Very High
6821,0,0,3341500,AL,,M,0,0,1,0,0,0,Very High
5859,300,4,3341369,AL,2,M,0,0,1,0,0,0,Very High
5979,250,4,3337929,FR,1,M,0,0,0,0,0,0,Very High
3133,23250,4,3333333,FR,1,F,37,68,0,0,0,0,Very High
1148,143750,12,3331000,AL,1,M,50,80,1,0,0,0,Very High
6843,0,0,3330000,AL,1,F,0,0,1,0,0,0,Very High
4499,1850,6,3326000,FP,1,M,66,78,0,0,0,0,Very High
